epoch,lr,train_loss,train_velocity_loss,train_mode_loss,train_mode_accuracy,val_loss,val_velocity_loss,val_mode_loss,val_mode_accuracy
1,0.001,0.13088723492726478,0.022370571492821897,0.5425833131761993,0.7647124262988096,0.14563254732288214,0.017833181466692914,0.6389968078373248,0.7832957110609481
2,0.001,0.06160368917399883,0.009124864874728208,0.2623941190354298,0.8876404494382022,0.1473683511026826,0.013907888310153044,0.6673023166503558,0.8118886380737397
3,0.001,0.05306998117871326,0.007224980376732105,0.22922500144926083,0.9055512292802314,0.21886142977899498,0.018823741659878747,1.000188397948593,0.7118133935289691
4,0.001,0.04489538152156662,0.006237219438799756,0.19329080835775508,0.9174546668149961,0.18378271361528437,0.015576846323978504,0.8410293123522946,0.7870579382994732
5,0.001,0.040574352537832065,0.005602441827733133,0.17485955080713894,0.928023139392591,0.22180800931142788,0.01821569703795754,1.0179615648417117,0.7787810383747178
6,0.001,0.038772882591770974,0.005314694291909222,0.1672909384820681,0.9345867170986761,0.25764304205657534,0.02041133033044505,1.1861585379936266,0.7072987208427389
7,0.0005,0.03792296940976142,0.0050738276193175984,0.1642457074693451,0.9348092112582045,0.22790730851257404,0.0186074084623845,1.04649948406659,0.7757712565838977
8,0.0005,0.03084283517125531,0.004185479149655036,0.1332867775037379,0.948047613750139,0.21627151035192857,0.016460932981207276,0.9990528582169922,0.7343867569601203
9,0.0005,0.030194246521289443,0.00408198508011385,0.1305613054331636,0.9529424852597619,0.12545485265042838,0.01184204563623234,0.5680640292647551,0.8126410835214447
10,0.0005,0.028577925883068192,0.003853629345685266,0.12362148114637042,0.9549449326955167,0.3032741407142704,0.020047657535174207,1.4161323886855237,0.7042889390519187
11,0.0005,0.028150857142446795,0.003833605656973269,0.12158625589579838,0.9541662031371676,0.26872186676547927,0.020311038377178844,1.2420541196276678,0.7118133935289691
12,0.0005,0.02797475349730373,0.0037632654375962466,0.12105743948729528,0.9531649794192902,0.3638638821076616,0.022117513121233445,1.7087318588964826,0.6862302483069977
13,0.0005,0.028507025519112203,0.0038302627972881783,0.12338381227562141,0.9541662031371676,0.21040263398080233,0.017757091611794402,0.96322768570069,0.7975921745673439
14,0.0005,0.026090932946160248,0.003602780991281855,0.11244075810657962,0.9602847925241962,0.23031050499957517,0.018657986449816685,1.058262600373558,0.7321294206170053
15,0.00025,0.02550421987383288,0.0034354895755622917,0.11034364984250065,0.9601735454444321,0.29375372965665264,0.02111362933769522,1.3632004770336068,0.7057938299473289
16,0.00025,0.02328923504954186,0.0031956324336408163,0.10046801141112303,0.9648459227945266,0.24307836505021702,0.017181650218335728,1.1294835327239392,0.7268623024830699
17,0.00025,0.022339882200944575,0.0031334755192681217,0.09603203218714164,0.9669596173100456,0.18995897983116056,0.013670378042476696,0.8814430023502191,0.7893152746425884
18,0.00025,0.021857812583764784,0.003020565315089736,0.09418623474803593,0.9678495939481588,0.21968416601245658,0.015950369427827318,1.0186689585963078,0.7923250564334086
19,0.00025,0.021488803129782862,0.0030472764217166592,0.0922076325154514,0.9692958059850929,0.10123274069730728,0.008805403005078778,0.4621366845139711,0.8781038374717833
20,0.00025,0.022138944479418964,0.003027743369296138,0.09555600391383205,0.9677383468683947,0.2670044087075353,0.017558896493586183,1.2472274911311716,0.7479307750188111
21,0.00025,0.021548135457039277,0.0030104349970209187,0.0926885010569124,0.9685170764267438,0.2029067532399752,0.01442098815161931,0.9424288193979059,0.7893152746425884
22,0.00025,0.021743626860303487,0.002998944118542089,0.09372341190731583,0.9685170764267438,0.1987855480023799,0.0178754200398196,0.9045506262797176,0.8028592927012792
23,0.00025,0.020918080700705003,0.0029158166058826517,0.0900113185829747,0.9687395705862721,0.24450438556263462,0.01822511301368217,1.1313963597254972,0.7223476297968398
24,0.00025,0.02036508041169689,0.002905084317770124,0.08729997796123266,0.9727444654577817,0.07946067427875764,0.008206404868476205,0.35627133961545515,0.8841234010534236
25,0.00025,0.019785329014467362,0.002867220367195883,0.0845905421443664,0.9717432417399043,0.2839863122580328,0.018426095038847585,1.327801047141073,0.7223476297968398
26,0.00025,0.020496007433416633,0.002884632650344639,0.08805687160430409,0.9706307709422628,0.24538059283729063,0.01660438600511159,1.143880995874839,0.7358916478555305
27,0.00025,0.019951779615817393,0.002776104909465146,0.08587837289318,0.9718544888196685,0.316702521582708,0.020081372726504114,1.4831056908793339,0.7072987208427389
28,0.00025,0.019470808631152543,0.0027423864131568966,0.08364210964005123,0.9727444654577817,0.23424730769045332,0.015730467777927158,1.0925841573275419,0.7659894657637322
29,0.00025,0.01956318857185381,0.002729156338776044,0.08417016024445284,0.9726332183780175,0.2512502560323347,0.016097454661169693,1.1757639906936073,0.7373965387509406
30,0.000125,0.0196524073051417,0.002697304856306277,0.0847755103610437,0.9727444654577817,0.3192841355079901,0.018911959581267006,1.5018608749664035,0.7298720842738902
31,0.000125,0.018503496885036108,0.0026083613631589777,0.0794756764073382,0.9744131716542441,0.2433778046104045,0.015353295332951888,1.1401225365670307,0.7795334838224228
32,0.000125,0.018094390144391178,0.002599885401095615,0.0774725221927568,0.9758593836911781,0.25150222373051334,0.015525237293912208,1.179884898636779,0.7373965387509406
33,0.000125,0.017402218662470492,0.0025280720621358253,0.07437073142152864,0.9773055957281122,0.31915145970045666,0.01818000120907497,1.5048572545194194,0.7223476297968398
34,0.000125,0.017993036938553753,0.0025320044480490462,0.07730516128176536,0.9766381132495272,0.19607067139128306,0.013103677741383456,0.9148349372727518,0.8058690744920993
35,0.000125,0.017901080205791228,0.002555709861607248,0.07672685049063956,0.9768606074090556,0.2865961951303854,0.017537868907942317,1.3452916251785598,0.7231000752445448
36,6.25e-05,0.018154349305771315,0.00252698893772111,0.0781368008475025,0.9767493603292914,0.3098531553298908,0.018078165363732673,1.4588749543549961,0.7238525206922498
37,6.25e-05,0.01702753397172889,0.0024565231291866696,0.07285505293347651,0.9778618311269329,0.2796867389660791,0.016568180301120772,1.3155927870554347,0.7321294206170053
38,6.25e-05,0.016600491690837632,0.002386686250646747,0.07106902608106079,0.9796417844031594,0.28658001228712887,0.016973551484183117,1.3480322913479053,0.7313769751693002
39,6.25e-05,0.016756041618746817,0.002427926291555441,0.07164057569750484,0.979308043163867,0.2840765558527972,0.016977692746442195,1.3354942889490282,0.7291196388261851
