trial_number,stop_reason,sample_count,duration_s,peak_force_change_n,peak_force_change_g,contact_travel_mm,signal_min,signal_max,signal_peak_abs,signal_final,signal_onset_distance_mm,contact_onset_distance_mm,signal_distance_slope,signal_distance_intercept,signal_distance_r_squared,force_distance_slope,force_distance_intercept,force_distance_r_squared,force_signal_slope,force_signal_intercept,force_signal_r_squared,csv_path,metadata_path
1,force_meter_stale,143926,7198.014636657899,19.91730615,2031.0000000000002,36.68017578124999,-333.0,710.0,710.0,18.0,13.00103759765625,34.67605590820313,-7.5396460390730144,91.71475405166449,0.6259594205441685,1080.4397283163569,-37732.1534553203,0.9721403235834818,1.9657108636381233,680.1348987270253,0.9905169153769651,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260923_231415_078847/trial_0001.csv,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260923_231415_078847/trial_0001.json
