epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.0976727434567042,35.321100917431195,1.0938909351825714,29.09090909090909
2,1.0956446869032723,35.321100917431195,1.0891096889972687,29.09090909090909
3,1.0863694548606873,35.321100917431195,1.0733515471220016,29.09090909090909
4,1.0274450991834914,46.330275229357795,0.9586661607027054,52.72727272727273
5,0.8216315635613033,63.76146788990825,0.6872475892305374,61.81818181818182
6,0.4872103961450713,82.56880733944953,0.32824784703552723,94.54545454545455
7,0.2932093207325254,94.4954128440367,0.2616999000310898,94.54545454545455
8,0.21863997621195658,95.87155963302752,0.23983185924589634,92.72727272727273
9,0.127595310232469,98.62385321100918,0.16588862892240286,96.36363636363636
10,0.08130333146878652,98.62385321100918,0.09123668260872364,98.18181818181819
11,0.06527111413223403,99.08256880733946,0.09678623173385859,98.18181818181819
12,0.04255299283457654,99.54128440366972,0.06296550948172808,98.18181818181819
13,0.03939669233347688,99.54128440366972,0.03565656766295433,100.0
14,0.05585901705282075,99.08256880733946,0.1040107891894877,96.36363636363636
15,0.05403880641928741,99.08256880733946,0.058723234105855227,98.18181818181819
16,0.04509996463145528,98.62385321100918,0.04462122172117233,98.18181818181819
17,0.023502320317285403,100.0,0.03988492349162698,98.18181818181819
18,0.020154441507267102,100.0,0.03406277089379728,98.18181818181819
19,0.014697542879730463,100.0,0.028401307528838515,100.0
20,0.011003409778433186,100.0,0.02155351103283465,100.0
21,0.009584481894437755,100.0,0.016532458132132888,100.0
22,0.008502086458195533,100.0,0.014605286065489054,100.0
23,0.0076360296724098066,100.0,0.013842425541952252,100.0
24,0.006989774626812765,100.0,0.01317125337664038,100.0
25,0.0064444340698953185,100.0,0.011910958215594292,100.0
26,0.005937078834644386,100.0,0.010891411802731454,100.0
27,0.005513743297862155,100.0,0.010207876795902848,100.0
28,0.0051520396622696096,100.0,0.009540677419863641,100.0
29,0.00478963999609862,100.0,0.008941191365011036,100.0
30,0.00451317269887243,100.0,0.008505772158969194,100.0
31,0.004318172178630318,100.0,0.008470702567137778,100.0
32,0.004290657600254885,100.0,0.008410419628489763,100.0
33,0.004269356972404889,100.0,0.008375886245630682,100.0
34,0.00424480760869171,100.0,0.008330747135914862,100.0
35,0.00421098611384098,100.0,0.008274161140434444,100.0
36,0.004186669480986893,100.0,0.008234485809225589,100.0
37,0.004163631919904479,100.0,0.008180223871022463,100.0
38,0.00413147103972733,100.0,0.008149708504788578,100.0
39,0.004122404281848243,100.0,0.008082409505732358,100.0
40,0.0040931668564943334,100.0,0.008053610741626471,100.0
41,0.004041090690796929,100.0,0.007999299792572856,100.0
42,0.004028806246684066,100.0,0.007951333012897521,100.0
43,0.003996717610529491,100.0,0.007918745395727456,100.0
44,0.003963419751796339,100.0,0.007858414726797491,100.0
45,0.0039421206373455265,100.0,0.007805918867234141,100.0
46,0.00391071306408516,100.0,0.007755162776447833,100.0
47,0.0038960203861019443,100.0,0.007724057708401233,100.0
48,0.0038525965896302034,100.0,0.007673437299672514,100.0
49,0.0038243197736197282,100.0,0.0076131082023493946,100.0
50,0.0037971637544355224,100.0,0.007578831631690264,100.0
