elapsed_s,phase,force_sample_fresh,force_raw_n,force_baseline_n,force_delta_n,force_delta_abs_n,force_raw_g,force_baseline_g,force_delta_g,force_delta_abs_g,tool_z_m,travel_down_mm,frame_sequence,cell_index,display_row,column,raw,calibration,diff,diff_percent,raw_ave,diff_ave,diff_percent_ave
1.0192051860503852,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1681,35,3,4,10749.0,10749.0,0.0,0.0,10750.333333333334,1.3333333333333333,0.012404254659348156
1.03278074786067,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1686,35,3,4,10755.0,10749.0,6.0,0.055819145967066705,10753.0,4.0,0.03721276397804447
1.0835487828589976,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1695,35,3,4,10749.0,10749.0,0.0,0.0,10749.666666666666,0.6666666666666666,0.006202127329674078
1.1336160278879106,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1705,35,3,4,10756.0,10749.0,7.0,0.06512233696157782,10756.0,7.0,0.06512233696157782
1.2004814909305423,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1715,35,3,4,10754.0,10749.0,5.0,0.04651595497255559,10754.0,5.0,0.04651595497255559
1.2488156070467085,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1719,35,3,4,10752.0,10749.0,3.0,0.027909572983533353,10752.666666666666,3.6666666666666665,0.034111700313207434
1.2991440310142934,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1725,35,3,4,10752.0,10749.0,3.0,0.027909572983533353,10752.0,3.0,0.02790957298353335
1.333192378981039,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526480102539063,0.0,1731,35,3,4,10753.0,10749.0,4.0,0.03721276397804447,10753.0,4.0,0.03721276397804447
1.4000736558809876,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526104736328127,0.0037536621093625655,1737,35,3,4,10749.0,10749.0,0.0,0.0,10749.333333333334,0.3333333333333333,0.003101063664837039
1.433253007940948,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526104736328127,0.0037536621093625655,1742,35,3,4,10753.0,10749.0,4.0,0.03721276397804447,10750.333333333334,1.3333333333333333,0.012404254659348156
1.4823041730560362,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526104736328127,0.0037536621093625655,1752,35,3,4,10752.0,10749.0,3.0,0.027909572983533353,10752.0,3.0,0.02790957298353335
1.5318214469589293,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.2652631530761719,0.0016479492187526645,1760,35,3,4,10751.0,10749.0,2.0,0.018606381989022234,10751.666666666666,2.6666666666666665,0.024808509318696312
1.5991346728987992,approaching,True,0.014709975,0.014709975,0.0,0.0,1.5,1.5,0.0,0.0,0.26526416015625,0.0006408691406445399,1770,35,3,4,10750.0,10749.0,1.0,0.009303190994511117,10750.0,1.0,0.009303190994511117
