trial_number,stop_reason,force_pause_count,force_pause_total_s,sample_count,duration_s,peak_force_change_n,peak_force_change_g,contact_travel_mm,signal_min,signal_max,signal_peak_abs,signal_final,signal_onset_distance_mm,contact_onset_distance_mm,contact_release_distance_mm,signal_distance_slope,signal_distance_intercept,signal_distance_r_squared,force_distance_slope,force_distance_intercept,force_distance_r_squared,force_signal_slope,force_signal_intercept,force_signal_r_squared,csv_path,metadata_path
1,contact_threshold,0,0.0,2416,121.7316699498333,25.142289270000003,2563.8,37.29345703125001,-553.0,1484.6666666666667,1484.6666666666667,42.0,14.391418457031236,35.13545227050782,32.490112304687486,-11.529939705289625,222.97793320167406,0.511394876504357,1278.5979296620217,-45288.61622567672,0.974342495129439,1.1956615876912495,465.222928600958,0.9469994583839259,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_20260924_110350_859976_taxel-35_signal-diff_ave_speed-0p5mmps_threshold-2000g_travel-unlimited_timeout-unlimited_reps-1/trial_0001.csv,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_20260924_110350_859976_taxel-35_signal-diff_ave_speed-0p5mmps_threshold-2000g_travel-unlimited_timeout-unlimited_reps-1/trial_0001.json
