elapsed_s,phase,force_sample_fresh,force_raw_n,force_baseline_n,force_delta_n,force_delta_abs_n,force_raw_g,force_baseline_g,force_delta_g,force_delta_abs_g,tool_z_m,travel_down_mm,frame_sequence,cell_index,display_row,column,raw,calibration,diff,diff_percent,raw_ave,diff_ave,diff_percent_ave
1.0384229340124875,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881048583984375,0.0,14446,35,3,4,10731.0,10733.0,-2.0,-0.01863411907202087,10731.0,-2.0,-0.01863411907202087
1.0880010109394789,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881048583984375,0.0,14456,35,3,4,10733.0,10733.0,0.0,0.0,10734.333333333334,1.3333333333333333,0.012422746048013912
1.1374302438925952,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15880941772460938,0.001068115234370559,14465,35,3,4,10738.0,10733.0,5.0,0.04658529768005218,10738.0,5.0,0.04658529768005218
1.1981263789348304,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15880941772460938,0.001068115234370559,14475,35,3,4,10733.0,10733.0,0.0,0.0,10733.0,0.0,0.0
1.2508420208469033,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15880941772460938,0.001068115234370559,14483,35,3,4,10729.0,10733.0,-4.0,-0.03726823814404174,10729.0,-4.0,-0.03726823814404174
1.3008988278452307,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881048583984375,0.0,14488,35,3,4,10734.0,10733.0,1.0,0.009317059536010435,10734.666666666666,1.6666666666666667,0.01552843256001739
1.34863341297023,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881048583984375,0.0,14493,35,3,4,10736.0,10733.0,3.0,0.027951178608031306,10735.333333333334,2.3333333333333335,0.021739805584024347
1.4144233018159866,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881048583984375,0.0,14498,35,3,4,10737.0,10733.0,4.0,0.03726823814404174,10736.666666666666,3.6666666666666665,0.03416255163203826
1.449203324969858,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881050109863282,0.0,14504,35,3,4,10735.0,10733.0,2.0,0.01863411907202087,10735.0,2.0,0.01863411907202087
1.498939235927537,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881050109863282,0.0,14510,35,3,4,10728.0,10733.0,-5.0,-0.04658529768005218,10733.333333333334,0.3333333333333333,0.0031056865120034777
1.5495754419825971,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881050109863282,0.0,14515,35,3,4,10735.0,10733.0,2.0,0.01863411907202087,10730.333333333334,-2.6666666666666665,-0.024845492096027832
1.6166622259188443,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881050109863282,0.0,14521,35,3,4,10729.0,10733.0,-4.0,-0.03726823814404174,10731.0,-2.0,-0.01863411907202087
1.6485809239093214,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881050109863282,0.0,14526,35,3,4,10732.0,10733.0,-1.0,-0.009317059536010435,10732.0,-1.0,-0.009317059536010435
1.6992085208185017,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881153869628906,0.0,14532,35,3,4,10737.0,10733.0,4.0,0.03726823814404174,10733.0,0.0,0.0
1.7492876078467816,approaching,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881153869628906,0.0,14538,35,3,4,10733.0,10733.0,0.0,0.0,10734.333333333334,1.3333333333333333,0.012422746048013912
