trial_number,stop_reason,force_pause_count,force_pause_total_s,sample_count,duration_s,peak_force_change_n,peak_force_change_g,contact_travel_mm,signal_min,signal_max,signal_peak_abs,signal_final,signal_onset_distance_mm,contact_onset_distance_mm,signal_distance_slope,signal_distance_intercept,signal_distance_r_squared,force_distance_slope,force_distance_intercept,force_distance_r_squared,force_signal_slope,force_signal_intercept,force_signal_r_squared,csv_path,metadata_path
1,contact_threshold,0,0.0,15079,754.937426337041,21.12156277,2153.8,39.57312774658203,-406.3333333333333,1234.0,1234.0,45.0,2.3919677734375036,37.633079528808594,-3.5743784830488847,38.291167241875115,0.5103454477472316,1035.8242484480606,-39134.43776848375,0.9476168070077464,1.1769937468274154,420.94897924991386,0.967993637635328,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_20260924_115314_805348_taxel-35_signal-diff_ave_speed-0p1mmps_threshold-2000g_travel-unlimited_timeout-unlimited_reps-1/trial_0001.csv,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_20260924_115314_805348_taxel-35_signal-diff_ave_speed-0p1mmps_threshold-2000g_travel-unlimited_timeout-unlimited_reps-1/trial_0001.json
