trial_number,stop_reason,sample_count,duration_s,peak_force_change_n,peak_force_change_g,contact_travel_mm,signal_min,signal_max,signal_peak_abs,signal_final,signal_onset_distance_mm,contact_onset_distance_mm,signal_distance_slope,signal_distance_intercept,signal_distance_r_squared,force_distance_slope,force_distance_intercept,force_distance_r_squared,force_signal_slope,force_signal_intercept,force_signal_r_squared,csv_path,metadata_path
1,return_timeout,210950,10549.685065154918,22.4964551,2294.0,36.88513183593747,-84.33333333333333,18.0,84.33333333333333,-22.0,0.0,34.98478698730467,-1.0539852818695703,9.420743816113875,0.713829110575265,1093.618077506525,-38269.4850891217,0.9890471020732902,-51.47541886244708,-2527.6404702018176,0.2797373771995788,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260923_182602_592030/trial_0001.csv,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260923_182602_592030/trial_0001.json
