epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.104563023362841,30.136986301369863,1.086408942937851,40.74074074074074
2,1.0921564783368791,37.44292237442922,1.0853241086006165,57.407407407407405
3,1.0236934295722417,61.18721461187214,0.8814496695995331,51.851851851851855
4,0.7321266063622066,66.21004566210046,0.5508187338709831,81.48148148148148
5,0.4583031215838024,86.3013698630137,0.3829549662768841,90.74074074074075
6,0.3284951682601656,88.58447488584476,0.300943236798048,92.5925925925926
7,0.2113348820379802,93.60730593607306,0.11137774586677551,98.14814814814815
8,0.11717490639005389,96.80365296803653,0.040698130149394274,100.0
9,0.06498767541987556,99.08675799086758,0.022777488455176353,100.0
10,0.03678440395742655,99.54337899543378,0.015899548772722483,100.0
11,0.10609919817319938,95.89041095890411,0.03797429124824703,100.0
12,0.05787330187324967,99.08675799086758,0.060026195365935564,100.0
13,0.044963126336889606,99.54337899543378,0.03517427132464945,100.0
14,0.024111573584377766,100.0,0.02063161926344037,100.0
15,0.016044634860008955,100.0,0.01410838239826262,100.0
16,0.012248047960123845,100.0,0.011114689172245562,100.0
17,0.009659758802237255,100.0,0.009151773061603308,100.0
18,0.008151560190266796,100.0,0.007827548775821924,100.0
19,0.006942688986392958,100.0,0.006716527859680355,100.0
20,0.006033957836085132,100.0,0.005902371252886951,100.0
21,0.005393502901175192,100.0,0.005262560094706714,100.0
22,0.004800863680429757,100.0,0.0047796316794119775,100.0
23,0.004358132635908467,100.0,0.00434086995664984,100.0
24,0.0040937841736844605,100.0,0.003949867736082524,100.0
25,0.0036636351474693845,100.0,0.003629277285654098,100.0
26,0.0033478625950270464,100.0,0.0033515820396132767,100.0
27,0.0030961319072438137,100.0,0.0031116981990635395,100.0
28,0.0028888972675693886,100.0,0.002884094836190343,100.0
29,0.0027006771082856824,100.0,0.0026920002419501543,100.0
30,0.0025232284097000957,100.0,0.002519085828680545,100.0
31,0.002398333404146667,100.0,0.0024431660713162273,100.0
32,0.0023306617845914195,100.0,0.0023709673259872943,100.0
33,0.002264459717220494,100.0,0.0022991237638052553,100.0
34,0.0022009378714886096,100.0,0.0022317534894682467,100.0
35,0.0021321040195679025,100.0,0.0021653329313267022,100.0
36,0.0020726697486160056,100.0,0.0021032104559708387,100.0
37,0.0020213671793629017,100.0,0.002040161984041333,100.0
38,0.001976658307415034,100.0,0.0019857153529301286,100.0
39,0.001916750899649092,100.0,0.0019272828940302134,100.0
40,0.0018613160604477993,100.0,0.0018733841425273567,100.0
41,0.0018009464755388243,100.0,0.0018221450154669583,100.0
42,0.0017588127604020493,100.0,0.0017727065132930875,100.0
43,0.0017142020099397217,100.0,0.0017269391100853682,100.0
44,0.0016655025122288083,100.0,0.0016799496370367706,100.0
45,0.0016221921375420476,100.0,0.0016368876385968179,100.0
46,0.0015805123091143156,100.0,0.0015945450868457556,100.0
47,0.0015497081746746386,100.0,0.0015555144345853478,100.0
48,0.0015059837439496601,100.0,0.0015169362304732203,100.0
49,0.0014692239346913993,100.0,0.001478668680647388,100.0
50,0.0014682935517547385,100.0,0.0014416351914405823,100.0
