trial_number,stop_reason,sample_count,duration_s,peak_force_change_n,peak_force_change_g,contact_travel_mm,signal_min,signal_max,signal_peak_abs,signal_final,signal_onset_distance_mm,contact_onset_distance_mm,signal_distance_slope,signal_distance_intercept,signal_distance_r_squared,force_distance_slope,force_distance_intercept,force_distance_r_squared,force_signal_slope,force_signal_intercept,force_signal_r_squared,csv_path,metadata_path
1,contact_threshold,181456,9073.928696905961,21.97277999,2240.6,35.88555908203123,-344.0,787.0,787.0,2.0,0.0,33.86056518554687,-3.5575227836134613,39.47758232618201,0.5014925271771402,1088.4702884535525,-37021.83772894209,0.9759779154160134,1.8099541789515838,664.5293558514653,0.9914193635805535,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260924_013428_193992/trial_0001.csv,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260924_013428_193992/trial_0001.json
2,force_meter_stale,25400,1270.9499276569113,0.0,0.0,16.707916259765614,-25.0,14.0,25.0,-8.0,0.0,,-0.5292015363693161,-0.5719292628746409,0.3023648318698433,0.0,0.0,1.0,0.0,0.0,1.0,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260924_013428_193992/trial_0002.csv,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_taxel35_batch_20260924_013428_193992/trial_0002.json
