epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.6061907391394339,41.91919191919192,1.0463713965108317,66.66666666666667
2,0.8746205364023486,71.46464646464646,0.6874989646096383,80.4040404040404
3,0.5372172457075888,83.18181818181819,0.3324348510753724,92.32323232323232
4,0.4095797707597094,87.97979797979798,0.3089260023928458,91.71717171717172
5,0.23620606069603273,93.98989898989899,0.17428493704045972,95.55555555555556
6,0.2380462143450014,92.62626262626263,0.15744572607499938,96.16161616161617
7,0.1384213460429061,96.36363636363636,0.1366768479347229,96.96969696969697
8,0.1307522247905933,96.41414141414141,0.11933634802699089,96.36363636363636
9,0.1933738068046589,94.74747474747475,0.06146945449854097,99.1919191919192
10,0.052929702462748654,99.0909090909091,0.04628768295890862,98.78787878787878
11,0.04228217166007286,99.29292929292929,0.07239679457439531,97.97979797979798
12,0.06542394263669848,98.33333333333333,0.04123014397919178,99.39393939393939
13,0.037666994098183366,99.24242424242425,0.039409122354681456,99.5959595959596
14,0.1300771317685083,96.31313131313131,0.04701461796198161,99.39393939393939
15,0.04354753466923871,99.0909090909091,0.03036084071162247,99.5959595959596
16,0.049613288524861056,98.83838383838383,0.041113626572393605,98.98989898989899
17,0.06195237852572914,98.18181818181819,0.12160238765570666,96.16161616161617
18,0.05970090092910874,98.38383838383838,0.0366025913221341,99.5959595959596
19,0.02246985576235719,99.6969696969697,0.03347692096365556,98.98989898989899
20,0.02222294340120448,99.6969696969697,0.01680119224493542,100.0
21,0.011794452626828945,99.8989898989899,0.011175803479648406,100.0
22,0.009503823168004953,99.94949494949495,0.009842901017456766,100.0
23,0.007914160171733988,99.94949494949495,0.012623594480476553,99.5959595959596
24,0.008275482078803884,99.94949494949495,0.00824304465054264,100.0
25,0.0070416589000923254,99.94949494949495,0.008440889403103821,100.0
26,0.006571959946379666,99.94949494949495,0.010155626215911921,99.79797979797979
27,0.0066081598408580305,99.94949494949495,0.013249751841348986,99.79797979797979
28,0.008646957112491251,99.84848484848484,0.07340131228744623,97.97979797979798
29,0.22084685272326873,93.33333333333333,0.07127126705111755,98.38383838383838
30,0.07237103519465533,98.03030303030303,0.04750367718177938,98.78787878787878
31,0.027577967859894758,99.44444444444444,0.020770891960109433,99.5959595959596
32,0.012882151455062652,99.8989898989899,0.018087628477763747,99.5959595959596
33,0.011601645997049468,99.79797979797979,0.020532073265302084,99.39393939393939
34,0.012171736124136875,99.79797979797979,0.014182645519594512,99.79797979797979
35,0.013077381536394598,99.84848484848484,0.0942705443519498,97.57575757575758
36,0.02019499912820456,99.5959595959596,0.019262871051567695,99.5959595959596
37,0.007023486800702109,99.8989898989899,0.02140430637424992,99.1919191919192
38,0.007587282843286952,99.8989898989899,0.014014152734870873,99.79797979797979
39,0.011645065337013934,99.79797979797979,0.059883983869616304,98.58585858585859
40,0.013013146731311516,99.79797979797979,0.008744372888618419,100.0
41,0.00460351437645694,100.0,0.008823674889431605,100.0
42,0.003922265575027033,100.0,0.008208976637932562,99.79797979797979
43,0.0036613907835881918,100.0,0.008486659311118626,99.79797979797979
44,0.003526422435477857,100.0,0.008989648792081542,99.5959595959596
45,0.003392816846063661,100.0,0.009392728293014149,99.5959595959596
46,0.0033075018558696274,100.0,0.009784051205872769,99.5959595959596
47,0.0032379176907031044,100.0,0.009977595629020324,99.79797979797979
48,0.0031821209544901767,100.0,0.01166444687518261,99.5959595959596
49,0.0030848477101479204,100.0,0.013494501750345432,99.5959595959596
50,0.0030345890075794513,100.0,0.017062938261416652,99.39393939393939
