trial_number,stop_reason,force_pause_count,force_pause_total_s,sample_count,duration_s,peak_force_change_n,peak_force_change_g,contact_travel_mm,signal_min,signal_max,signal_peak_abs,signal_final,signal_onset_distance_mm,contact_onset_distance_mm,signal_distance_slope,signal_distance_intercept,signal_distance_r_squared,force_distance_slope,force_distance_intercept,force_distance_r_squared,force_signal_slope,force_signal_intercept,force_signal_r_squared,csv_path,metadata_path
1,contact_threshold,0,0.0,2411,121.49002580018714,21.722710414999998,2215.1,37.04747009277342,-583.0,1307.0,1307.0,20.0,0.0,35.1197509765625,-4.977595830162307,42.198099700302144,0.40767251755435685,1243.2696944342304,-43990.3373665233,0.9707228830417473,1.153344122675235,522.032574658547,0.9530124478062134,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_20260924_104240_790968_taxel-35_signal-diff_ave_speed-0p5mmps_threshold-2000g_travel-unlimited_timeout-unlimited_reps-1/trial_0001.csv,/home/ping2/ros2_ws/src/phd/phd/resource/calibration_recordings/calibration_20260924_104240_790968_taxel-35_signal-diff_ave_speed-0p5mmps_threshold-2000g_travel-unlimited_timeout-unlimited_reps-1/trial_0001.json
